path,label,domain,record_id,split
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0837_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0837_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0838_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0838_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0839_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0839_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0840_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0840_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0841_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0841_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0842_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0842_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0843_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0843_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0844_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0844_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0845_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0845_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0846_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0846_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0847_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0847_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0848_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0848_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0849_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0849_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0850_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0850_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0851_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0851_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0852_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0852_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0853_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0853_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0854_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0854_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0855_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0855_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0856_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0856_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0857_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0857_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0858_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0858_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0859_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0859_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0860_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0860_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0861_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0861_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0862_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0862_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0863_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0863_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0864_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0864_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0865_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0865_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0866_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0866_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0867_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0867_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0868_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0868_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0869_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0869_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0870_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0870_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0871_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0871_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0872_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0872_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0873_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0873_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0874_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0874_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0875_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0875_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0876_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0876_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0877_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0877_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0878_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0878_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0879_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0879_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0880_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0880_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0881_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0881_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0882_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0882_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0883_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0883_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0884_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0884_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0885_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0885_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0886_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0886_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0887_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0887_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0888_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0888_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0889_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0889_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0890_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0890_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0891_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0891_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0892_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0892_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0893_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0893_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0894_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0894_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0895_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0895_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0896_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0896_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0897_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0897_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0898_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0898_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0899_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0899_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0900_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0900_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0901_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0901_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0902_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0902_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0903_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0903_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0904_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0904_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0905_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0905_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0906_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0906_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0907_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0907_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0908_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0908_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0909_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0909_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0910_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0910_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0911_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0911_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0912_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0912_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0913_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0913_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0914_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0914_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0915_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0915_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0916_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0916_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0917_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0917_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0918_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0918_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0919_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0919_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0920_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0920_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0921_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0921_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0922_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0922_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0923_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0923_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0924_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0924_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0925_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0925_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0926_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0926_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0927_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0927_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0928_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0928_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0929_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0929_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0930_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0930_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0931_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0931_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0932_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0932_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0933_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0933_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0934_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0934_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0935_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0935_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0936_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0936_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0937_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0937_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0938_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0938_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0939_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0939_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0940_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0940_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0941_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0941_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0942_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0942_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0943_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0943_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0944_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0944_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0945_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0945_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0946_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0946_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0947_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0947_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0948_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0948_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0949_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0949_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0950_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0950_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0951_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0951_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0952_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0952_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0953_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0953_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0954_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0954_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0955_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0955_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0956_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0956_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0957_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0957_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0958_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0958_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0959_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0959_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0960_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0960_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0961_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0961_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0962_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0962_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0963_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0963_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0964_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0964_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0965_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0965_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0966_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0966_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0967_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0967_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0968_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0968_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0969_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0969_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0970_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0970_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0971_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0971_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0972_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0972_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0973_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0973_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0974_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0974_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0975_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0975_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0976_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0976_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0977_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0977_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0978_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0978_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0979_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0979_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0980_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0980_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0981_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0981_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0982_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0982_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0983_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0983_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0984_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0984_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0985_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0985_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0986_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0986_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0987_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0987_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0988_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0988_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0989_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0989_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0990_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0990_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0991_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0991_strength_1_ambient,train
